"Compound","DrugBank ID","Affinity"
"(4R)-4-(3-HYDROXYPHENYL)-N,N,7,8-TETRAMETHYL-3,4-DIHYDROISOQUINOLINE-2(1H)-CARBOXAMIDE","DB07064",-7.2
"(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentyloxy)ethanoyl)pyrrolidine-2-carboxamide","DB07088",-7.2
"(S)-N-(4-carbamimidoylbenzyl)-1-(3-cyclopentylpropanoyl)pyrrolidine-2-carboxamide","DB07095",-7.2
"D-phenylalanyl-N-(3-methylbenzyl)-L-prolinamide","DB07133",-7.2
"(2S)-N-[(3Z)-5-CYCLOPROPYL-3H-PYRAZOL-3-YLIDENE]-2-[4-(2-OXOIMIDAZOLIDIN-1-YL)PHENYL]PROPANAMIDE","DB07137",-7.2
"D-phenylalanyl-N-benzyl-L-prolinamide","DB07143",-7.2
"(3S)-N-(3-BROMOPHENYL)-1-CYCLOHEXYL-5-OXOPYRROLIDINE-3-CARBOXAMIDE","DB07192",-7.2
"(2S,4S,5R)-2-ISOBUTYL-5-(2-THIENYL)-1-[4-(TRIFLUOROMETHYL)BENZOYL]PYRROLIDINE-2,4-DICARBOXYLIC ACID","DB07200",-7.2
"6-CYCLOHEXYLMETHOXY-2-(3'-CHLOROANILINO) PURINE","DB07203",-7.2
"(1S)-1-(1H-INDOL-3-YLMETHYL)-2-(2-PYRIDIN-4-YL-[1,7]NAPHTYRIDIN-5-YLOXY)-EHYLAMINE","DB07204",-7.2
"3-BROMO-6-HYDROXY-2-(4-HYDROXYPHENYL)-1H-INDEN-1-ONE","DB07230",-7.2
"(3-ENDO)-8-METHYL-8-AZABICYCLO[3.2.1]OCT-3-YL 1H-PYRROLO[2,3-B]PYRIDINE-3-CARBOXYLATE","DB07243",-7.2
"N-(5-chloro-1,3-benzodioxol-4-yl)-6-methoxy-7-(3-piperidin-1-ylpropoxy)quinazolin-4-amine","DB07249",-7.2
"2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}ETHENESULFONAMIDE","DB07278",-7.2
"2-[(7-HYDROXY-NAPHTHALEN-1-YL)-OXALYL-AMINO]-BENZOIC ACID","DB07295",-7.2
"3-({2-[(2-AMINO-6-METHYLPYRIMIDIN-4-YL)ETHYNYL]BENZYL}AMINO)-1,3-OXAZOL-2(3H)-ONE","DB07324",-7.2
"3-[(4-fluorophenyl)sulfanyl]-N-(4-methyl-1,3-thiazol-2-yl)-6-[(4-methyl-4H-1,2,4-triazol-3-yl)sulfanyl]pyridine-2-carboxamide","DB07359",-7.2
"(1-HYDROXY-1-PHOSPHONO-2-[1,1';4',1'']TERPHENYL-3-YL-ETHYL)-PHOSPHONIC ACID","DB07409",-7.2
"(2S)-3-(4-chloro-3-fluorophenoxy)-N-[4-cyano-3-(trifluoromethyl)phenyl]-2-hydroxy-2-methylpropanamide","DB07419",-7.2
"3-[5-(1H-IMIDAZOL-1-YL)-7-METHYL-1H-BENZIMIDAZOL-2-YL]-4-[(PYRIDIN-2-YLMETHYL)AMINO]PYRIDIN-2(1H)-ONE","DB07474",-7.2
"4-bromo-6-(6-hydroxy-1,2-benzisoxazol-3-yl)benzene-1,3-diol","DB07502",-7.2
"N'-(6-aminopyridin-3-yl)-N-(2-cyclopentylethyl)-4-methyl-benzene-1,3-dicarboxamide","DB07537",-7.2
"[1-(6-{6-[(1-methylethyl)amino]-1H-indazol-1-yl}pyrazin-2-yl)-1H-pyrrol-3-yl]acetic acid","DB07546",-7.2
"(2Z)-2-cyano-N-(2,2'-dichlorobiphenyl-4-yl)-3-hydroxybut-2-enamide","DB07559",-7.2
"(2Z)-2-cyano-N-(3'-ethoxybiphenyl-4-yl)-3-hydroxybut-2-enamide","DB07561",-7.2
"(1S)-1-{[(4'-METHOXY-1,1'-BIPHENYL-4-YL)SULFONYL]AMINO}-2-METHYLPROPYLPHOSPHONIC ACID","DB07713",-7.2
"3-METHYL-1,6,8-TRIHYDROXYANTHRAQUINONE","DB07715",-7.2
"(2S)-1-[4-({4-[(2,5-DICHLOROPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENOXY]-3-(DIMETHYLAMINO)PROPAN-2-OL","DB07755",-7.2
"5-(4-FLUOROPHENYL)-3-{[(4-METHYLPHENYL)SULFONYL]AMINO}THIOPHENE-2-CARBOXYLIC ACID","DB07770",-7.2
"(S)-2-CHLORO-N-(1-(2-(2-HYDROXYETHYLAMINO)-2-OXOETHYL)-2-OXO-1,2,3,4-TETRAHYDROQUINOLIN-3-YL)-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE","DB07792",-7.2
"2-fluoro-6-{[2-({2-methoxy-4-[(methylsulfonyl)methyl]phenyl}amino)-7H-pyrrolo[2,3-d]pyrimidin-4-yl]amino}benzamide","DB07845",-7.2
"5-[[(2R)-2-cyclopropyl-7,8-dimethoxy-chroman-5-yl]methyl]pyrimidine-2,4-diamine","DB07938",-7.2
"2-{4-[5-(4-chlorophenyl)-4-pyrimidin-4-yl-1H-pyrazol-3-yl]piperidin-1-yl}-2-oxoethanol","DB07943",-7.2
"5-(3-carbamoylbenzyl)-5,6,7,8,9,10-hexahydrocyclohepta[b]indole-4-carboxylic acid","DB07945",-7.2
"5-(3-{3-[3-HYDROXY-2-(METHOXYCARBONYL)PHENOXY]PROPENYL}PHENYL)-4-(HYDROXYMETHYL)ISOXAZOLE-3-CARBOXYLIC ACID","DB08001",-7.2
"(2S)-1,3-benzothiazol-2-yl{2-[(2-pyridin-3-ylethyl)amino]pyrimidin-4-yl}ethanenitrile","DB08022",-7.2
"2-chloro-4-{[(1R,3Z,7S,7aS)-7-hydroxy-1-(trifluoromethyl)tetrahydro-1H-pyrrolo[1,2-c][1,3]oxazol-3-ylidene]amino}-3-methylbenzonitrile","DB08088",-7.2
"(3R)-4-{[(3,4-dihydroxyphenyl)acetyl]oxy}-N-(2-formylindolizin-3-yl)-3-sulfino-D-valine","DB08116",-7.2
"(2S)-2-(biphenyl-4-yloxy)-3-phenylpropanoic acid","DB08121",-7.2
"(E)-3-(5((5-(4-CHLOROPHENYL)FURAN-2-YL)METHYLENE)-4-OXO-2-THIOXOTHIAZOLIDIN-3-YL)PROPANOIC ACID","DB08177",-7.2
"3-DIPHENOL-6-NITRO-3H-BENZO[DE]ISOCHROMEN-1-ONE","DB08204",-7.2
"{5-(5-AMINO-1H-PYRROLO[3,2-B]PYRIDIN-2-YL)-6-HYDROXY-3'-NITRO-BIPHENYL-3-YL]-ACETIC ACID","DB08232",-7.2
"4-(6-CYCLOHEXYLMETHOXY-9H-PURIN-2-YLAMINO)--BENZAMIDE","DB08241",-7.2
"3-(6-CYCLOHEXYLMETHOXY-9H-PURIN-2-YLAMINO)-BENZENESULFONAMIDE","DB08248",-7.2
"19-(cyclopropylamino)-4,6,7,15-tetrahydro-5H-16,1-(azenometheno)-10,14-(metheno)pyrazolo[4,3-o][1,3,9]triazacyclohexadecin-8(9H)-one","DB08338",-7.2
"N,N'-DIPHENYLPYRAZOLO[1,5-A][1,3,5]TRIAZINE-2,4-DIAMINE","DB08340",-7.2
"N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE","DB08348",-7.2
"METHYL 3-CHLORO-2-{3-[(2,5-DIHYDROXY-4-METHOXYPHENYL)AMINO]-3-OXOPROPYL}-4,6-DIHYDROXYBENZOATE","DB08464",-7.2
"(1S)-2-oxo-1-phenyl-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate","DB08497",-7.2
"(3S,5R,7R,8S,9S,10R)-7-(hydroxymethyl)-3-(4-methylphenyl)-1,6-dioxa-2-azaspiro[4.5]decane-8,9,10-triol","DB08503",-7.2
"6-(4-{(1S,2S)-2-AMINO-1-[(DIMETHYLAMINO)CARBONYL]-3-[(3S)-3-FLUOROPYRROLIDIN-1-YL]-3-OXOPROPYL}PHENYL)-1H-[1,2,4]TRIAZOLO[1,5-A]PYRIDIN-4-IUM","DB08504",-7.2
"N-[(2S,4S,6R)-2-(dihydroxymethyl)-4-hydroxy-3,3-dimethyl-7-oxo-4lambda~4~-thia-1-azabicyclo[3.2.0]hept-6-yl]-2-phenylacetamide","DB08559",-7.2
"(2S)-1-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}-3-PHENYLPROPAN-2-AMINE","DB08568",-7.2
"(N-{4-[(ETHYLANILINO)SULFONYL]-2-METHYLPHENYL}-3,3,3-TRIFLUORO-2-HYDROXY-2-METHYLPROPANAMIDE","DB08609",-7.2
"N-(2-AMINOETHYL)-2-{3-CHLORO-4-[(4-ISOPROPYLBENZYL)OXY]PHENYL} ACETAMIDE","DB08610",-7.2
"N-(4-CHLOROPHENYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-7-SULFONAMIDE","DB08631",-7.2
"4-[4-(2,4,6-TRIMETHYL-PHENYLAMINO)-PYRIMIDIN-2-YLAMINO]-BENZONITRILE","DB08639",-7.2
"1,2,5,8-tetrahydroxyanthracene-9,10-dione","DB08660",-7.2
"({3-[1-(4-HYDROXY-2-OXO-2H-CHROMEN-3-YL)-PROPYL]-PHENYLCARBAMOYL}-METHYL)-CARBAMIC ACID TERT-BUTYL ESTER","DB08664",-7.2
"(2S)-({(5Z)-5-[(5-ETHYL-2-FURYL)METHYLENE]-4-OXO-4,5-DIHYDRO-1,3-THIAZOL-2-YL}AMINO)(4-FLUOROPHENYL)ACETIC ACID","DB08706",-7.2
"(3AS,4R,9BR)-4-(4-HYDROXYPHENYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-9-OL","DB08737",-7.2
"4-BROMO-2-FLUORO-N-[(4E)-6-METHOXY-7-[(1-METHYLPIPERIDIN-4-YL)METHOXY]QUINAZOLIN-4(1H)-YLIDENE]ANILINE","DB08764",-7.2
"Aclidinium","DB08897",-7.2
"Ifenprodil","DB08954",-7.2
"Ibrutinib","DB09053",-7.2
"Corticorelin","DB09067",-7.2
"Imidafenacin","DB09262",-7.2
"Selexipag","DB11362",-7.2
"Roquinimex","DB11366",-7.2
"Sarafloxacin","DB11491",-7.2
"S-Adenosylmethionine","DB00118",-7.1
"Lorazepam","DB00186",-7.1
"Indecainide","DB00192",-7.1
"Eletriptan","DB00216",-7.1
"Indinavir","DB00224",-7.1
"Argatroban","DB00278",-7.1
"Gefitinib","DB00317",-7.1
"Mefloquine","DB00358",-7.1
"Valrubicin","DB00385",-7.1
"Alprazolam","DB00404",-7.1
"Epirubicin","DB00445",-7.1
"Quinine","DB00468",-7.1
"Montelukast","DB00471",-7.1
"Fluphenazine","DB00623",-7.1
"Nilutamide","DB00665",-7.1
"Warfarin","DB00682",-7.1
"Phentolamine","DB00692",-7.1
"Oxcarbazepine","DB00776",-7.1
"Thalidomide","DB01041",-7.1
"Praziquantel","DB01058",-7.1
"Bicalutamide","DB01128",-7.1
"Cefadroxil","DB01140",-7.1
"Amdinocillin","DB01163",-7.1
"Fosamprenavir","DB01319",-7.1
"Cefpodoxime","DB01416",-7.1
"Alizapride","DB01425",-7.1
"Desomorphine","DB01531",-7.1
"Bacampicillin","DB01602",-7.1
"Pivmecillinam","DB01605",-7.1
"Ticarcillin","DB01607",-7.1
"Genistein","DB01645",-7.1
"Cellotriose","DB01697",-7.1
"(4r,5s,6s,7r)-1,3-Dibenzyl-4,7-Bis(Phenoxymethyl)-5,6-Dihydroxy-1,3 Diazepan-2-One","DB01732",-7.1
"Kaempherol","DB01852",-7.1
"2-(2-Hydroxy-5-Methoxy-Phenyl)-1h-Benzoimidazole-5-Carboxamidine","DB01905",-7.1
"Huperaine A","DB01928",-7.1
"(S)-blebbistatin","DB01944",-7.1
"3-[1-(3-Aminopropyl)-1h-Indol-3-Yl]-4-(1-Methyl-1h-Indol-3-Yl)-1h-Pyrrole-2,5-Dione","DB01946",-7.1
"AL5424","DB01964",-7.1
"1,8-Di-Hydroxy-4-Nitro-Xanthen-9-One","DB02170",-7.1
"(7as,12ar,12bs)-1,2,3,4,7a,12,12a,12b-Octahydroindolo[2,3-a]Quinolizin-7(6h)-One","DB02191",-7.1
"3-(4-Fluorophenyl)-1-Hydroxy-2-(Pyridin-4-Yl)-1h-Pyrrolo[3,2-B]Pyridine","DB02195",-7.1
"(2s,3s)-Trans-Dihydroquercetin","DB02224",-7.1
"MMI-175","DB02378",-7.1
"5-Methoxy-1,2-Dimethyl-3-(4-Nitrophenoxymethyl)Indole-4,7-Dione","DB02400",-7.1
"4-(Aminosulfonyl)-N-[(4-Fluorophenyl)Methyl]-Benzamide","DB02429",-7.1
"4-[4-(1-Amino-1-Methylethyl)Phenyl]-5-Chloro-N-[4-(2-Morpholin-4-Ylethyl)Phenyl]Pyrimidin-2-Amine","DB02491",-7.1
"Carba-Nicotinamide-Adenine-Dinucleotide","DB02498",-7.1
"Spiro(2,4,6-Trinitrobenzene[1,2a]-2o',3o'-Methylene-Adenine-Triphosphate","DB02524",-7.1
"3'-O-Acetylthymidine-5'-Diphosphate","DB02549",-7.1
"Pantoyl Adenylate","DB02694",-7.1
"4-Oxoretinol","DB02699",-7.1
"(2r,3r,4r,5r)-3,4-Dihydroxy-N,N'-Bis[(1s,2r)-2-Hydroxy-2,3-Dihydro-1h-Inden-1-Yl]-2,5-Bis(2-Phenylethyl)Hexanediamide","DB02704",-7.1
"Cellotetraose","DB02717",-7.1
"Mono-[3,4-Dihydroxy-5-(5-Methyl-Benzoimidazol-1-Yl)-Tetrahydor-Furan-2-Ylmethyl] Ester","DB02819",-7.1
"[4-(2-Amino-4-Methyl-Thiazol-5-Yl)-Pyrimidin-2-Yl]-(3-Nitro-Phenyl)-Amine","DB02833",-7.1
"S-Adenosyl-1,8-Diamino-3-Thiooctane","DB02844",-7.1
"N-Hydroxy-4-(Methyl{[5-(2-Pyridinyl)-2-Thienyl]Sulfonyl}Amino)Benzamide","DB02917",-7.1
"Uridine-5'-Monophosphate 2-Deoxy-2-Fluoro-Galactopyranosyl-Monophosphate Ester","DB02976",-7.1
"Sri-9662","DB03060",-7.1
"2-{3-[4-(4-Fluorophenyl)-3,6-Dihydro-1(2h)-Pyridinyl]Propyl}-8-Methyl-4(3h)-Quinazolinone","DB03072",-7.1
"Cyclopropyl-{4-[5-(3,4-Dichlorophenyl)-2-[(1-Methyl)-Piperidin]-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine","DB03084",-7.1
"Thymidine-5'- Diphosphate","DB03103",-7.1
"5-[4-(1-Carboxymethyl-2-Oxo-Propylcarbamoyl)-Benzylsulfamoyl]-2-Hydroxy-Benzoic Acid","DB03124",-7.1
"4-Methoxy-E-Rhodomycin T","DB03199",-7.1
"N-{3-[4-(3-Amino-Propyl)-Piperazin-1-Yl]-Propyl}-3-Nitro-5-(Galactopyranosyl)-Alpha-Benzamide","DB03235",-7.1
"RU82197","DB03268",-7.1
"Amylotriose","DB03277",-7.1
"Pterin Cytosine Dinucleotide","DB03300",-7.1
"5-Chloro-1h-Indole-2-Carboxylic Acid [1-(4-Fluorobenzyl)-2-(4-Hydroxypiperidin-1yl)-2-Oxoethyl]Amide","DB03383",-7.1
"(R)—N[2-[1-(aminoiminomethyl)-3-piperidinyl]-1-oxoethyl]-4-(phenylethynyl)-l-phenylalanine methylester","DB03453",-7.1
"Formycin-5'-Monophosphate","DB03464",-7.1
"2'-Deoxyguanosine-5'-Diphosphate","DB03491",-7.1
"2-(4-Chlorophenyl)-5-Quinoxalinecarboxamide","DB03509",-7.1
"Biotinyl P-Nitroaniline","DB03549",-7.1
"5-deoxyflavanone","DB03601",-7.1
"3-Aminomethyl-Pyridinium-Adenine-Dinucleotide","DB03797",-7.1
"4'-Nitrophenyl-3i-Thiolaminaritrioside","DB03990",-7.1
"8-(Pyrimidin-2-Ylamino)Naphthalene-2-Carboximidamide","DB04059",-7.1
"3'-1-Carboxy-1-Phosphonooxy-Ethoxy-Uridine-Diphosphate-N-Acetylglucosamine","DB04174",-7.1
"Inhibitor Bea425","DB04190",-7.1
"Quercetin","DB04216",-7.1
"2-Amino-6-Aminomethyl-8-Phenylsulfanylmethyl-3h-Quinazolin-4-One","DB04239",-7.1
"Zinc Substituted Heme C","DB04249",-7.1
"7n-Methyl-8-Hydroguanosine-5'-Monophosphate","DB04259",-7.1
"LY249543","DB04322",-7.1
"7,8-dimethylalloxazine","DB04345",-7.1
"4-[4-(4-Methyl-2-Methylamino-Thiazol-5-Yl)-Pyrimidin-2-Ylamino]-Phenol","DB04407",-7.1
"(S)-2-[(R)-3-amino-4-(2-fluorophenyl)butyryl]-1,2,3,4-tetrahydroisoquinoline-3-carboxamide","DB04578",-7.1
"IMAZAQUIN","DB04582",-7.1
"4,6-O-(1-CARBOXYETHYLIDENE)-BETA-D-MANNOSE-(1->4)-BETA-D-GLUCURONIC ACID","DB04596",-7.1
"BIOTINOL-5-AMP","DB04651",-7.1
"HYDROXYFASUDIL","DB04707",-7.1
"MOXALACTAM (HYDROLYZED)","DB04740",-7.1
"Inecalcitol","DB04796",-7.1
"Mepenzolate","DB04843",-7.1
"Edotecarin","DB04882",-7.1
"Ximelagatran","DB04898",-7.1
"Renzapride","DB04917",-7.1
"BMS068645","DB05009",-7.1
"KW-3902","DB05360",-7.1
"AGI-1067","DB05399",-7.1
"MLN-518","DB05465",-7.1
"SCV-07","DB05475",-7.1
"SLV 306","DB05796",-7.1
"Udenafil","DB06267",-7.1
"Prucalopride","DB06480",-7.1
"Flupirtine","DB06623",-7.1
"2-(3-FLUORO-4-HYDROXYPHENYL)-7-VINYL-1,3-BENZOXAZOL-5-OL","DB06832",-7.1
"6-CARBAMIMIDOYL-2-[2-HYDROXY-5-(3-METHOXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID","DB06866",-7.1
"5-{[(4-AMINO-3-CHLORO-5-FLUOROPHENYL)SULFONYL]AMINO}-1,3,4-THIADIAZOLE-2-SULFONAMIDE","DB06891",-7.1
"D-phenylalanyl-N-(3-chlorobenzyl)-L-prolinamide","DB06919",-7.1
"1-[(2R)-2-aminobutanoyl]-N-(4-carbamimidoylbenzyl)-L-prolinamide","DB06947",-7.1
"5-(5-chloro-2,4-dihydroxyphenyl)-N-ethyl-4-[4-(morpholin-4-ylmethyl)phenyl]isoxazole-3-carboxamide","DB06961",-7.1
"2-amino-4-[2,4-dichloro-5-(2-pyrrolidin-1-ylethoxy)phenyl]-N-ethylthieno[2,3-d]pyrimidine-6-carboxamide","DB06969",-7.1
"N-{2-[(4'-CYANO-1,1'-BIPHENYL-4-YL)OXY]ETHYL}-N'-HYDROXY-N-METHYLUREA","DB06971",-7.1
"{4-[2-BENZYL-3-METHOXY-2-(METHOXYCARBONYL)-3-OXOPROPYL]PHENYL}SULFAMIC ACID","DB06989",-7.1
"N-[2-methyl-5-(methylcarbamoyl)phenyl]-2-{[(1R)-1-methylpropyl]amino}-1,3-thiazole-5-carboxamide","DB06991",-7.1
"2-[(2-chloro-4-iodophenyl)amino]-N-{[(2R)-2,3-dihydroxypropyl]oxy}-3,4-difluorobenzamide","DB07046",-7.1
"4-[(1S,2S,5S,9R)-5-(HYDROXYMETHYL)-8,9-DIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL","DB07087",-7.1
"{3-[(5-CHLORO-1,3-BENZOTHIAZOL-2-YL)METHYL]-2,4-DIOXO-3,4-DIHYDROPYRIMIDIN-1(2H)-YL}ACETIC ACID","DB07093",-7.1
"4-CHLORO-6-(4-PIPERAZIN-1-YL-1H-PYRAZOL-5-YL)BENZENE-1,3-DIOL","DB07100",-7.1
"4-(4-HYDROXYPHENYL)-1-NAPHTHALDEHYDE OXIME","DB07150",-7.1
"6-({5-fluoro-2-[(3,4,5-trimethoxyphenyl)amino]pyrimidin-4-yl}amino)-2,2-dimethyl-2H-pyrido[3,2-b][1,4]oxazin-3(4H)-one","DB07159",-7.1
"2-{[(4-CHLOROPHENOXY)ACETYL]AMINO}BENZOIC ACID","DB07185",-7.1
"(2S,4S,5R)-1-(4-TERT-BUTYLBENZOYL)-2-ISOBUTYL-5-(1,3-THIAZOL-2-YL)PYRROLIDINE-2,4-DICARBOXYLIC ACID","DB07199",-7.1
"N6-ISOPENTENYL-ADENOSINE-5'-MONOPHOSPHATE","DB07205",-7.1
"(2R)-2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}PROPENE-1-SULFONAMIDE","DB07211",-7.1
"N-({(2S,3S)-3-[(BENZYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINE","DB07231",-7.1
"N'-(3-CHLORO-4-METHOXY-PHENYL)-N-(3,4,5-TRIMETHOXYPHENYL)-1,3,5-TRIAZINE-2,4-DIAMINE","DB07251",-7.1
"3-(9-HYDROXY-1,3-DIOXO-4-PHENYL-2,3-DIHYDROPYRROLO[3,4-C]CARBAZOL-6(1H)-YL)PROPANOIC ACID","DB07265",-7.1
"N-(4-chlorophenyl)-2-[(pyridin-4-ylmethyl)amino]benzamide","DB07288",-7.1
"N-{1-[(1-carbamoylcyclopropyl)methyl]piperidin-4-yl}-N-cyclopropyl-4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide","DB07316",-7.1
"N-[2-(6-AMINO-4-METHYLPYRIDIN-2-YL)ETHYL]-4-CYANOBENZAMIDE","DB07389",-7.1
"[[(3R,4R,5S,6R)-3-(butanoylamino)-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-ylidene]amino] N-phenylcarbamate","DB07432",-7.1
"(1S,3S,5S)-2-{(2S)-2-amino-2-[(1R,3S,5R,7S)-3-hydroxytricyclo[3.3.1.1~3,7~]dec-1-yl]acetyl}-2-azabicyclo[3.1.0]hexane-3-carbonitrile","DB07465",-7.1
"tert-butyl [(2-amino-4-oxo-4,7-dihydro-3H-pyrrolo[2,3-d]pyrimidin-5-yl)methyl]carbamate","DB07481",-7.1
"(2R)-1-{4-[(4-ANILINO-5-BROMOPYRIMIDIN-2-YL)AMINO]PHENOXY}-3-(DIMETHYLAMINO)PROPAN-2-OL","DB07504",-7.1
"(2S)-2-[(2,1,3-BENZOTHIADIAZOL-4-YLSULFONYL)AMINO]-2-PHENYL-N-PYRIDIN-4-YLACETAMIDE","DB07568",-7.1
"3-CYCLOHEXYL-1-(2-MORPHOLIN-4-YL-2-OXOETHYL)-2-PHENYL-1H-INDOLE-6-CARBOXYLIC ACID","DB07570",-7.1
"N-[2-(5-methyl-4H-1,2,4-triazol-3-yl)phenyl]-7H-pyrrolo[2,3-d]pyrimidin-4-amine","DB07584",-7.1
"6-(3,4-DIHYDROXYBENZYL)-3-ETHYL-1-(2,4,6-TRICHLOROPHENYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4(5H)-ONE","DB07606",-7.1
"4-[5-(3-IODO-PHENYL)-2-(4-METHANESULFINYL-PHENYL)-1H-IMIDAZOL-4-YL]-PYRIDINE","DB07607",-7.1
"Tranilast","DB07615",-7.1
"4-{[4-(4-fluoro-3-methylphenyl)-1,3-thiazol-2-yl]amino}-2-hydroxybenzoic acid","DB07616",-7.1
"5-[(1S)-1-(3-chlorophenyl)ethoxy]quinazoline-2,4-diamine","DB07644",-7.1
"N-ACETYL-L-PHENYLALANYL-4-[DIFLUORO(PHOSPHONO)METHYL]-L-PHENYLALANINAMIDE","DB07651",-7.1
"N-[2-(carbamimidamidooxy)ethyl]-2-{6-cyano-3-[(2,2-difluoro-2-pyridin-2-ylethyl)amino]-2-fluorophenyl}acetamide","DB07665",-7.1
"4-{[5-(CYCLOHEXYLMETHOXY)[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL]AMINO}BENZENESULFONAMIDE","DB07685",-7.1
"2,3,17BETA-TRIHYDROXY-1,3,5(10)-ESTRATRIENE","DB07706",-7.1
"3(R)-METHYLCARBAMOYL-7-SULFOAMINO-3,4-DIHYDRO-1H-ISOQUINOLINE-2-CARBOXYLIC ACID TERT-BUTYL ESTER","DB07719",-7.1
"(3R)-N-(4-CHLOROPHENYL)-3-(HYDROXYMETHYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-7-SULFONAMIDE","DB07747",-7.1
"(1R)-1-{[(4'-METHOXY-1,1'-BIPHENYL-4-YL)SULFONYL]AMINO}-2-METHYLPROPYLPHOSPHONIC ACID","DB07772",-7.1
"(2R)-2-(4-CHLOROPHENYL)-2-[4-(1H-PYRAZOL-4-YL)PHENYL]ETHANAMINE","DB07857",-7.1
"6-(CYCLOHEXYLAMINO)-9-[2-(4-METHYLPIPERAZIN-1-YL)-ETHYL]-9H-PURINE-2-CARBONITRILE","DB07965",-7.1
"2-[3-(5-MERCAPTO-[1,3,4]THIADIAZOL-2YL)-UREIDO]-N-METHYL-3-PENTAFLUOROPHENYL-PROPIONAMIDE","DB07988",-7.1
"N~2~-(biphenyl-4-ylsulfonyl)-N-hydroxy-N~2~-(2-hydroxyethyl)glycinamide","DB08029",-7.1
"N-({6-[(4-CYANOBENZYL)OXY]NAPHTHALEN-2-YL}SULFONYL)-D-GLUTAMIC ACID","DB08108",-7.1
"4-(acetylamino)-N-(4-fluorophenyl)-1H-pyrazole-3-carboxamide","DB08136",-7.1
"(4E)-N-(4-fluorophenyl)-4-[(phenylcarbonyl)imino]-4H-pyrazole-3-carboxamide","DB08137",-7.1
"{[(2,6-difluorophenyl)carbonyl]amino}-N-(4-fluorophenyl)-1H-pyrazole-3-carboxamide","DB08138",-7.1
"2-(2-METHYLPHENYL)-1H-INDOLE-5-CARBOXIMIDAMIDE","DB08184",-7.1
"2-METHYLTHIO-N6-ISOPENTENYL-ADENOSINE-5'-MONOPHOSPHATE","DB08185",-7.1
"2-(4-CARCOXY-5-ISOPROPYLTHIAZOLYL)BENZOPIPERIDINE","DB08192",-7.1
"2-(ETHOXYMETHYL)-4-(4-FLUOROPHENYL)-3-[2-(2-HYDROXYPHENOXY)PYRIMIDIN-4-YL]ISOXAZOL-5(2H)-ONE","DB08395",-7.1
"[PHENYLALANINYL-PROLINYL]-[2-(PYRIDIN-4-YLAMINO)-ETHYL]-AMINE","DB08422",-7.1
"9-(4-HYDROXY-2,6-DIMETHYL-PHENYL)-3,7-DIMETHYL-NONA-4,6,8-TRIENOIC ACID","DB08455",-7.1
"(2R)-2-({9-(1-methylethyl)-6-[(4-pyridin-2-ylbenzyl)amino]-9H-purin-2-yl}amino)butan-1-ol","DB08463",-7.1
"3-(4-fluorophenyl)-5-phenyl-4H-1,2,4-triazole","DB08470",-7.1
"1-(3-HYDROXYPROPYL)-2-[(3-NITROBENZOYL)AMINO]-1H-BENZIMIDAZOL-5-YL PIVALATE","DB08590",-7.1
"6-BENZYL-1-BENZYLOXYMETHYL-5-ISOPROPYL URACIL","DB08634",-7.1
"1-(2,5-dideoxy-5-pyrrolidin-1-yl-beta-L-erythro-pentofuranosyl)-5-methylpyrimidine-2,4(1H,3H)-dione","DB08661",-7.1
"5,6,7,8,9,10-HEXAHYDRO-4-HYDROXY-3-(1-PHENYLPROPYL)CYCLOOCTA[B]PYRAN-2-ONE","DB08686",-7.1
"4-[3-(4-chlorophenyl)-2,1-benzisoxazol-5-yl]pyrimidin-2-amine","DB08707",-7.1
"(11R)-10-acetyl-11-(2,4-dichlorophenyl)-6-hydroxy-3,3-dimethyl-2,3,4,5,10,11-hexahydro-1H-dibenzo[b,e][1,4]diazepin-1-one","DB08747",-7.1
